code,name,subcounty_code,county_code
1174,South Gem,235,41
1175,West Yimbo,236,41
1176,Central Sakwa,236,41
1177,South Sakwa,236,41
1178,Yimbo East,236,41
1179,West Sakwa,236,41
1180,North Sakwa,236,41
1181,East Asembo,237,41
1182,West Asembo,237,41
1183,North Uyoma,237,41
1184,South Uyoma,237,41
1185,West Uyoma,237,41
1186,Kajulu,238,42
1187,Kolwa East,238,42
1188,Manyatta 'B',238,42
1189,Nyalenda 'A',238,42
1190,Kolwa Central,238,42
1191,South West Kisumu,239,42
1192,Central Kisumu,239,42
1193,Kisumu North,239,42
1194,West Kisumu,239,42
1195,North West Kisumu,239,42
1196,Railways,240,42
1197,Migosi,240,42
1198,Shaurimoyo Kaloleni,240,42
1199,Market Milimani,240,42
1200,Kondele,240,42
1201,Nyalenda B,240,42
1202,West Seme,241,42
1203,Central Seme,241,42
1204,East Seme,241,42
1205,North Seme,241,42
1206,East Kano/Wawidhi,242,42
1207,Awasi/Onjiko,242,42
1208,Ahero,242,42
1209,Kabonyo/Kanyagwal,242,42
1210,Kobura,242,42
1211,Miwani,243,42
1212,Ombeyi,243,42
1213,Masogo/Nyang'oma,243,42
1214,Chemelil,243,42
1215,Muhoroni/Koru,243,42
1216,South West Nyakach,244,42
1217,North Nyakach,244,42
1218,Central Nyakach,244,42
1219,West Nyakach,244,42
1220,South East Nyakach,244,42
1221,West Kasipul,245,43
1222,South Kasipul,245,43
1223,Central Kasipul,245,43
1224,East Kamagak,245,43
1225,West Kamagak,245,43
1226,Kabondo East,246,43
1227,Kabondo West,246,43
1228,Kokwanyo/Kakelo,246,43
1229,Kojwach,246,43
1230,West Karachuonyo,247,43
1231,North Karachuonyo,247,43
1232,Central,247,43
1233,Kanyaluo,247,43
1234,Kibiri,247,43
1235,Wangchieng,247,43
1236,Kendu Bay Town,247,43
1237,West Gem,248,43
1238,East Gem,248,43
1239,Kagan,248,43
1240,Kochia,248,43
1241,Homa Bay Central,249,43
1242,Homa Bay Arujo,249,43
1243,Homa Bay West,249,43
1244,Homa Bay East,249,43
1245,Kwabwai,250,43
1246,Kanyadoto,250,43
1247,Kanyikela,250,43
1248,Kabuoch North,250,43
1249,Kabuoch South/Pala,250,43
1250,Kanyamwa Kologi,250,43
1251,Kanyamwa Kosewe,250,43
1252,Mfangano Island,251,43
1253,Rusinga Island,251,43
1254,Kasgunga,251,43
1255,Gembe,251,43
1256,Lambwe,251,43
1257,Gwassi South,252,43
1258,Gwassi North,252,43
1259,Kaksingri West,252,43
1260,Ruma-Kaksingri,252,43
1261,North Kamagambo,253,44
1262,Central Kamagambo,253,44
1263,East Kamagambo,253,44
1264,South Kamagambo,253,44
1265,North Sakwa,254,44
1266,South Sakwa,254,44
1267,West Sakwa,254,44
1268,Central Sakwa,254,44
1269,God Jope,255,44
1270,Suna Central,255,44
1271,Kakrao,255,44
1272,Kwa,255,44
1273,Wiga,256,44
1274,Wasweta Ii,256,44
1275,Ragana-Oruba,256,44
1276,Wasimbete,256,44
1277,West Kanyamkago,257,44
1278,North Kanyamkago,257,44
1279,Central Kanyamkago,257,44
1280,South Kanyamkago,257,44
1281,East Kanyamkago,257,44
1282,Kachien'g,258,44
1283,Kanyasa,258,44
1284,North Kadem,258,44
1285,Macalder/Kanyarwanda,258,44
1286,Kaler,258,44
1287,Got Kachola,258,44
1288,Muhuru,258,44
1289,Bukira East,259,44
1290,Bukira Centrl/Ikerege,259,44
1291,Isibania,259,44
1292,Makerero,259,44
1293,Masaba,259,44
1294,Tagare,259,44
1295,Nyamosense/Komosoko,259,44
1296,Gokeharaka/Getambwega,260,44
1297,Ntimaru West,260,44
1298,Ntimaru East,260,44
1299,Nyabasi East,260,44
1300,Nyabasi West,260,44
1301,Bomariba,261,45
1302,Bogiakumu,261,45
1303,Bomorenda,261,45
1304,Riana,261,45
1305,Tabaka,262,45
1306,Boikang'a,262,45
1307,Bogetenga,262,45
1308,Borabu / Chitago,262,45
1309,Moticho,262,45
1310,Getenga,262,45
1311,Bombaba Borabu,263,45
1312,Boochi Borabu,263,45
1313,Bokimonge,263,45
1314,Magenche,263,45
1315,Masige West,264,45
1316,Masige East,264,45
1317,Basi Central,264,45
1318,Nyacheki,264,45
1319,Basi Bogetaorio,264,45
1320,Bobasi Chache,264,45
1321,Sameta/Mokwerero,264,45
1322,Bobasi Boitangare,264,45
1323,Majoge Basi,265,45
1324,Boochi/Tendere,265,45
1325,Bosoti/Sengera,265,45
1326,Ichuni,266,45
1327,Nyamasibi,266,45
1328,Masimba,266,45
1329,Gesusu,266,45
1330,Kiamokama,266,45
1331,Bobaracho,267,45
1332,Kisii Central,267,45
1333,Keumbu,267,45
1334,Kiogoro,267,45
1335,Birongo,267,45
1336,Ibeno,267,45
1337,Monyerero,268,45
1338,Sensi,268,45
1339,Marani,268,45
1340,Kegogi,268,45
1341,Bogusero,269,45
1342,Bogeka,269,45
1343,Nyakoe,269,45
1344,Kitutu   Central,269,45
1345,Nyatieko,269,45
1346,Rigoma,270,46
1347,Gachuba,270,46
1348,Kemera,270,46
1349,Magombo,270,46
1350,Manga,270,46
1351,Gesima,270,46
1352,Nyamaiya,271,46
1353,Bogichora,271,46
1354,Bosamaro,271,46
1355,Bonyamatuta,271,46
1356,Township,271,46
1357,Itibo,272,46
1358,Bomwagamo,272,46
1359,Bokeira,272,46
1360,Magwagwa,272,46
1361,Ekerenyo,272,46
1362,Mekenene,273,46
1363,Kiabonyoru,273,46
1364,Nyansiongo,273,46
1365,Esise,273,46
1366,Kitisuru,274,47
1367,Parklands/Highridge,274,47
1368,Karura,274,47
1369,Kangemi,274,47
1370,Mountain View,274,47
1371,Kilimani,275,47
1372,Kawangware,275,47
1373,Gatina,275,47
1374,Kileleshwa,275,47
1375,Kabiro,275,47
1376,Mutu-Ini,276,47
1377,Ngando,276,47
1378,Riruta,276,47
1379,Uthiru/Ruthimitu,276,47
1380,Waithaka,276,47
1381,Karen,277,47
1382,Nairobi West,277,47
1383,Mugumu-Ini,277,47
1384,South C,277,47
1385,Nyayo Highrise,277,47
1386,Laini Saba,278,47
1387,Lindi,278,47
1388,Makina,278,47
1389,Woodley/Kenyatta Golf Course,278,47
1390,Sarangombe,278,47
1391,Githurai,279,47
1392,Kahawa West,279,47
1393,Zimmerman,279,47
1394,Roysambu,279,47
1395,Kahawa,279,47
1396,Clay City,280,47
1397,Mwiki,280,47
1398,Kasarani,280,47
1399,Njiru,280,47
1400,Ruai,280,47
1401,Baba Dogo,281,47
1402,Utalii,281,47
1403,Mathare North,281,47
1404,Lucky Summer,281,47
1405,Korogocho,281,47
1406,Imara Daima,282,47
1407,Kwa Njenga,282,47
1408,Kwa Reuben,282,47
1409,Pipeline,282,47
1410,Kware,282,47
1411,Kariobangi North,283,47
1412,Dandora Area I,283,47
1413,Dandora Area Ii,283,47
1414,Dandora Area Iii,283,47
1415,Dandora Area Iv,283,47
1416,Kayole North,284,47
1417,Kayole Central,284,47
1418,Kayole South,284,47
1419,Komarock,284,47
1420,Matopeni/Spring Valley,284,47
1421,Upper Savannah,285,47
1422,Lower Savannah,285,47
1423,Embakasi,285,47
1424,Utawala,285,47
1425,Mihango,285,47
1426,Umoja I,286,47
1427,Umoja Ii,286,47
1428,Mowlem,286,47
1429,Kariobangi South,286,47
1430,Maringo/Hamza,287,47
1431,Viwandani,287,47
1432,Harambee,287,47
1433,Makongeni,287,47
1434,Pumwani,288,47
1435,Eastleigh North,288,47
1436,Eastleigh South,288,47
1437,Airbase,288,47
1438,California,288,47
1439,Nairobi Central,289,47
1440,Ngara,289,47
1441,Pangani,289,47
1442,Ziwani/Kariokor,289,47
1443,Landimawe,289,47
1444,Nairobi South,289,47
1445,Hospital,290,47
1446,Mabatini,290,47
1447,Huruma,290,47
1448,Ngei,290,47
1449,Mlango Kubwa,290,47
1450,Kiamaiko,290,47
